,구분,질문,답변
72,팁,"부동산을 매매할 때, 매도자와 매수자가 주의해야 할 사항은 무엇이며, 매매계약을 체결할 때 어떤 점을 주의해야 하는지 알고 싶습니다.","안녕하세요. 유창효 공인중개사입니다부동산 매매시 유의할 점은 부동산을 매매하는 매도자가 실제 권한이 있는 소유자인지, 그리고 당사자인지에 대한 확인이 중요하고 , 사려고하는 매물에 현황을 정확하게 파악하여야 합니다. 쉬운예로 건축물대장 , 토지대장, 등기부등본을 통해 불법건축물 여부, 면적, 토지점유할 권리, 근저당등을 전부 확인하셔야 합니다.  마지막으로 분쟁의 소지가 예상되는 부분은 특약으로 기재하되, 반드시 명확하게 작성하여 위반시 계약해지나 손해배상등을 명시하는게 좋습니다."
73,팁,"부동산임대업 간이과세자는 직전연도 공급대가 4800만원 이하인 경우에는 부동산임대업간이과세자가 된다고 알고있는데요 일반간이과세자 같은 경우에는 4800만원 이하면 납세의무면제를 할수 있다고 했는데 부동산임대업간이과세자는 납부의무면제가 4800만원으로 일반사업간이과세자와 기준이 똑같은가요? 아니면 다른기준금액으로 봐야하나요?? 검색을하면 4800만원이라하구 2400만원 이라고 하는데 제가 알기론 예전에는 3000만원 위아래로 간이과세자 기준인걸로 알고있고 개정이되서 4800만원으로 알고있어서요 어떻게 되는걸까요,,?","안녕하세요. 자성세무회계 김성은 세무사입니다.부동산임대업을 영위하는 간이과세자의 경우도 해당 과세기간의 공급대가의 합이 4,800만원 미만인 경우에는 부가가치세 신고는 하되, 납부세액이 나올 경우 납부의무가 면제됩니다.제 답변이 도움이 되셨으면 좋겠습니다.감사합니다."
74,팁,반전세의 경우 일정 보증금에서 월세를 받는 방식인데요.기존 월세와 다른점을 못느끼겠지만 아무튼.반전세로 거래를한다 했을 경우 복비의 기준은 보증금에 두는지 월세에 두는지 궁금해요?,안녕하세요. 이강애 공인중개사입니다.월세임대차 중개수수료 산출은  임차보증금 +(월세금액 x 100) = 환산보증금액환산보증금액 x 상한요율 1천분의 3~1천분의 6 = 부동산 중개보수료입니다.거래금액에 따라 상한요율 및 한도액이 적용되는 구간도 있습니다.
75,팁,나라에서 부동산 규제를 완화시킨다고들었습니다. 어떤 부분들에서 완화가 되는건가요?그리고 언제부터 완화가 되는건가요? 시점도알고싶습니다.집을 팔려고 하니 정보가 너무 업네요.,"안녕하세요. 이강애 공인중개사입니다.2023년부터  민간택지 분양가 상한제 폐지, 용산 강남, 서초, 송파를 제외한  전국의 규제지역을 모두 해제 하였습니다.전매제한 기준도  수도권은 최대 10년,비수도권은 최대 4년에서  수도권 최대 3년  비수도권 최대 1년으로 완화 되었습니다.중도금대출  대출제한이 전면 폐지되고  무순위 자격완화, 1주택자  당첨자 기존주택 처분의무 폐지,특별분양가 기준폐지 되엇습니다.부동산 취득세율 중과 완화, 다주택자 양도소득세 중과가 완화되었습니다."
76,팁,"부동산 공시지가를 확인해보고 싶은데요.어디서 확인해 볼 수 있다고 들었던 거 같은데 기억이 나질 않아요.그리고 공시지가는 어떻게 형성이 되는건지,대부분 부동산 관련한 재산세는 공시지가를 통해서 나오는건지 궁금해요?","안녕하세요. 이혜민 공인중개사입니다.공시지가는 국토교통부장관이 조사하고 평가해서 공시하는 면적당 적정한 지가입니다.대표성을 갖는 부동산 표준지를 선정한 후 조사, 평가 하고 토지 소유자의 의견도 청취해서 적정한 가격을 정해요.정한 가격을 중앙부동산 가격공시위원회에서 다시 한 번 심의 합니다.심의를 통과하면 지가가 공시되고 이의 신청 과정까지 거쳐 확정이 되는데요.  기준일은 매년 1월 1일입니다.국토교통부 홈페이지에서 확인 가능합니다 ^^"
77,팁,"현재 월 세후 4백만원 정도 벌고 있는 남자입니다,.앱테크 주식등으로 한달 70만원씩은 부수입 창출을 하고 있씁니다.현재 가정주부인 와이프와 6개월된 애기가 있습니다.혼자 어느정도 벌어야지 힘들지 않고 살수 있는지.. 확인좀 부탁드려요","안녕하세요. 조형근 AFPK입니다.3인가구 기준 200만원의 생활비라면매우 지출통재를 훌륭하게 하고 있으신거에요. 멋지십니다.다만 가용자금이 0이라는 것은변동지출이 그만큼 발생한다고생각되기도 하는데요만약 월 지출이 소득만큼 발생하여 저축을 하기 힘든 상태라면 먼저 냉정하게 현재의 지출이 적정한지를 고민해볼 필요가 있습니다.어느정도 지출이 적정한가를 알고 싶다면대체로 다룬사람들은 얼마나 쓰는지를 궁금해 하시는데 사실 그건 중요한게 아닙니다.다른사람들은 나와 삶의 방식과 수준, 목표, 부모님의 재산수준 등 상황이 100% 같지 않을 테니까요.현재 일상을 유지하는 것 외에향 후 큰 돈이 들어갈 일은 어떤 것들이 있는지 그리고 얼마나 큰돈이 들어갈지 생각해 보세요.예를들어10년뒤에 차를 바꿔야 해서 3천만원이 필요하다.5년뒤에는 더 넓은집으로 이사를 가기 의해 5천만원의 추가금약이 필요하다 같이요.그럼 그 필요자금을 마련하기 위해매월 얼마의 저축이 필요한지를계산해 보세요.이제 얼마나 써야 하는지를 알 수 있을 것입니다.우리는 생각보다 필요이상의 지출을 하는 경우가 많습니다.현재의 소득은 현재와 미래의 나와 우리 가족이 함께 써야할 돈 입니다.소득을 늘리기위해 노력하고 있는 만큼더 긍정적인 미래를 맞이할 충분한 가능성이 있는 질문자 님의 성공자산관리를 진심으로 응원합니다."
78,팁,안녕하세요 부동산에 관해 질문 드리려 합니다.제가 전세 가계약하여 300만원을 입금했습니다. 가계약했을 당시에는 계약서에 날인하고 사인하지 않고 오로지 문자로만 가계약하였습니다. 중개인의 문자 내용에는 '임대보증금 얼마에 계약금일부 300 입금하였고 계약서는 언제 작성한다. 이사는 세입자와 협의해서 결정한다' 라는 내용만 명시되어 있고 그 후 '이사 날짜는 언제(파기시점2달남은날짜)로 결정한다' 이정도의 내용만 명시되어있습니다. 계약파기시 어떻게하고 이런 구체적인 내용은 없습니다.중개인에게 전화하여 가계약을 파기한다 하니 이사날짜도 다 정해놔서 안된다. 이경우 가계약금 300말고도 계약금의 얼마 뱉어내거나 배상해야한다의 뉘앙스로 얘기하고있습니다. 이경우 매수자인 제가 계약을 파기할경우 가계약금 300 제외하고 다른금액을 또 배상하여야합니까? 아니면 가계약금300만 포기하고 끝낼수 있는겁니까?읽어주셔셔 감사드리고 답변 부탁드립니다,안녕하세요. 홍성택 공인중개사입니다.가계약으로 인한 분란이 참 많습니다. 법과 판례도 상충하는 부분이 많고요.300만원으로 소송까지 가는 것도 시간과 돈낭비이니 150만원씩 양보하는 선에서 협의를 하시는 것이 좋을 것으로 보입니다.일단 확실한 것은....Q) 매수자인 제가 계약을 파기할경우 가계약금 300 제외하고 다른금액을 또 배상하여야합니까? 아니면 가계약금300만 포기하고 끝낼수 있는겁니까?A) 가계약금을 포기한다고 하시면 더이상의 손해배상은 절대 없습니다!도움되셨다면 추천 부탁드립니다.!!!!!!!!
79,팁,부동산세법관련해서 자주변경이 되어 헷갈리네요 종합부동산세는 1세대1주택공시가격15억인경우 종부세납부대상인가요?대상이라면 언제 납부하는가요?,안녕하세요. 홍성택 공인중개사입니다.https://www.nts.go.kr/nts/cm/cntnts/cntntsView.do?mi=2351&cntntsId=7733랑크 연결합니다. 확인해보세요
80,팁,부동산소유권이전등기를 기한내에 못했울경우 과태료는 어떤 기준으로 부과되나요? 며칠이내경과는 몇퍼센트이고 며찰이후경과는 몇퍼센트과태료가 있는지 얼고싶네요?,"안녕하세요. 이강애 공인중개사입니다.소유권이전등기는  잔금일,사용승인일 기준 60일이내에 취득신고 및 납부를 해야 합니다.신고 및 납부기간이 경과하면 등록세액의 100분의 5 ~100분의 30까지 차등 적용합니다.2개월 미만 : 100분의 5.2개월이상 ~5개월 미만 : 100분의 155개월이상 ~8개월 미만 : 100분의 208개월이상 ~12개월 미만 100분의 2512개월 이상 100분의 30"
81,팁,질문 그대로 부동산 공부를 시작하려고 합니다. 부동산 관련 추천하고픈 책이나 공부 방법 같이 자세히 알려주시면 감사드리겠습니다.,안녕하세요. 깨끗한바다사자124입니다.일단 유튜브로 정보를 얻는게 제일 빠르고 편합니다 요즘 유튜브로 많이들하시더라구요
82,팁,부동산이 넘어가려면 소유자가 넘겨야하잖아요?근데 횡령죄는 타인소유에 자기가점유하던걸 먹어치워야 성립하는데 이러면 부동산에 대한 횡령죄는 사실상 불가능한거아닌가요?,안녕하세요. 이성재 변호사입니다.학설과 판례는 부동산이 횡령죄의 객체가 된다고 전제하면서 부동산의 경우 '보관' 대신 '제3자에게 법률상 유효하게 처분할 수 있는 권능'의 유무에 따라 보관자의 지위를 결정하고 있습니다.
83,팁,부동산에서 전세 계약할때 신분증을 얘기하던데 복사를 꼭 해야 하나요? 본인이 맞다는 신분증 확인만 하면 되는거 아닌가요? 개인정보 관련 워낙 이슈다보니 신분증을 복사해서 보관 한다는게 이해가 안되네요,"안녕하세요. 유현심 공인중개사입니다.임대인,임차인 본인인지 확인을 합니다본인이면 복사까지는 안하고 서로 확인시켜드립니다편안한 하루되세요"
84,팁,"전세 계약을 하기위해 임대인 자격으로 부동산에 방문하였습니다.  오랜만에 계약서를 적을려고 하니 ""개인정보수집활용동의서""를 꼭 작성해야 한다고 얘기를 하는겁니다. 작성이 안되면 계약이 안된다고 하면서, 이게 의무사항인가요? 정말 작성하지 않으면 계약이 성사되지 않는건가요?","안녕하세요. 홍성택 공인중개사입니다.가. 「개인정보 보호법」 제15조 제1항은 정보주체의 동의를 받은 경우, 법률에 특별한 규정이 있거나 법령상 의무를 준수하기 위해 불가피한 경우, 정보주체와의 계약 체결 및 이행을 위해 불가피하게 필요한 경우 등에 개인정보를 수집해 그 수집 목적 범위에서 이용할 수 있다고 규정하고 있음나. 따라서 귀 공인중개사가 「공인중개사법」 제26조 등 법령상 의무를 준수하기 위해 불가피한 경우, 정보주체와의 계약의 체결 및 이행을 위해 불가피하게 필요한 경우 등에는 정보주체(매도인 또는 매수인)으로부터 별도의 동의를 받지 않더라도 개인정보를 수집해 이용할 수 있을 것으로 판단 됨다. 만일 귀 공인중개사가 「개인정보 보호법」 제15조 제1항 제2호부터 제6호 중 어느 하나에 해당하지 않음에도 불구하고 개인정보를 수집해 이용하려는 경우에는 정보주체의 동의를 받아야 할 것임 [국민신문고 2020.02.14.]출처 : 한국부동산뉴스(http://www.karnews.or.kr)참고하시기 바라며 도움되셨다면 추천!!!!!!!!!!!부탁드립니다."
85,팁,부동산 전문가님들이 보시기엔제가 지금 30대초반이고 본격적으로 매매에 앞서공부부터 시작하고 매매를 해보려하는데입문자용으로 도움이 될 만한 책들을 추천해줄 수 있나요?3권 정도 부탁드리겠습니다.감사합니다.,안녕하세요. 홍성택 공인중개사입니다.개인적으로 공인중개사 시험대비용 책들이 가장 잘 설명이 차근차근 기초부터 잘 되어있는것 같습니다.
86,팁,집 임대과정에서 보증금 일부를 넣고 가계약 서류 작성할 예정입니다 부동산 중계수수료는 언제 지급하는게 정석인가요? 가계약이 아닌 잔금을 다 치루는 본계약시에 주어도 되는건가요?,안녕하세요. 홍성택 공인중개사입니다.중개수수료는 보통 거래대금의 지급이 완료되는 잔금일에 지급하지만 중개의뢰인과 공인중개사가 약정으로 지급시기를 달리 정할 수 있습니다. - 공인중개사법 제32조
87,팁,미국 금리와 한국 금리가 많이 차이가 나는 상황에서 앞으로 부동산 시장은 어떨까요?보합? 상승? 하락?한동안 폭락을 겪으면서 현재 조금씩 우상향하고 있는거 같네요,안녕하세요. 김영관 공인중개사입니다.전문가들도 각각 의견들이 다릅니다만 제 개인적인 소견으로는 당분간 하락은 지속할것으로 보이고 2025년정도까지 매수는 신중해야 한다는 입장 입니다.
88,팁,취득세 중과 인하나 분양권세율인하 규정 이야기는 계속나오는데 계정이된건가요?아니면 아직 개정이 안된건가요?언제쯤 될까요?,안녕하세요. 박성진 세무사입니다.부동산에 대한 개정은 아직 확정되지 않았고 개정안도 아직 발표되지 않았습니다.아마도 내년 총선이후에 발표할것으로 생각됩니다.
89,팁,부동산 시장의 시세는 매일변동을 하잖아요 부동산 시장의 가격의 변동은 어떤 요소에 의해 시세가 변동하나요?? 그리고 부동산 시세의 가격 변동을 예측 가능한가요?,"안녕하세요. 유창효 공인중개사입니다.경제 전반에 대해 확실한 예측은 어렵지만 현 자료들을 기준으로 가까운 미래는 예측하고 있기에 부동산도 시장경제로써 각종지표등을 통해 가까운 미래의 방향성을 예측할수는 있습니다 .다만 100%는 확률은 불가합니다. 그리고 부동산 시세변동도 시장경제로써 수요와 공급에 따라 변동되면 특성상 공급에 시간이걸리고 제한이 있기 때문에 대부분 수요에 따라 가격이 변동되는경우가 많습니다. 수요요인으로는 대출금리, 인구, 지역에 따른 기대심리, 입지, 그리고 정책방향등이 있습니다."
90,팁,"현재 아파트 전세 2억에 살고 있는데 1년 9개월 뒤에 분양받은 아파트에 입주할 예정입니다.입주시 주택담보대출을 1억정도 받을 예정입니다.분양받은 아파트는 분양가+옵션+중도금대출이자+이사및인테리어 비용등을 계산하면 4억5천만원정도 됩니다.주택담보대출은 디딤돌 혹은 특례보금자리론으로 받을 예정인데요.저는 수입이 일정하지 않는 프리랜서로 월 500정도의 수입인데 일을 안하는 달도 있어서 월 300으로 적었습니다.분양받은 아파트는 안정적인 삶을 위한 내집마련용으로 실거주 목적이라 부동산 재테크로 생각하지는 않았고, 크게 오를만한 위치도 아닙니다.나이가 있어서 언제까지 수입이 있을지 미지수라 1억원의 주택담보대출을 가능한 빨리 갚고 싶은데요. 대출을 빨리 갚는 방법을 조언 받고 싶습니다.",안녕하세요. 조형근 AFPK입니다.1억원의 주담대를 실행할 경우월 50만원 상당의 원리금 상환이 예상됩니다.주담대 금리가 4%정도라고 가정했을 때남은 저축가능금액은적금으로 50만원 적립하고프리랜서라 들쑥날쑥한 소득으로남은 금액은 CMA에 적립해 두었다가500만원이 초과되는 금액은 중개형ISA계좌에 옮겨두고 저위험 중수익 펀드로 투자해 보는 것을 추천합니다.
91,팁,"몇 년 전부터 부동산 시장이 너무 과열되어 올해에 그나마 정상화하려는 움직임을 아주 조금 보여줬는데요. 그런데 이런 부동산 가격의 하락이 소비 감소를 불러일으킨다고 하던데, 그 이유가 궁금해요~",안녕하세요. 김민준 경제·금융전문가입니다.부동산 가격이 하락하면 소비가 감소하는 이유는 부동산 가격이 하락하면 소비자들이 자신의 자산 가치가 줄어든다는 불안감 때문입니다.이는 소비자들이 소비를 줄이게 되어 경제적 문제를 야기할 수 있습니다.
92,팁,살고있던 집은 전세주고 매매 계약 체결하려고 합니다.전세계약시 세입자가 대출 받는걸 협조해줘야된다.은행 질권설정 동의해줘야한다고 하던데 맞나요!?전세보증금을 은행한테 받고 전세끝나면 은행에 돌려줘야된다고 하더라구요.,안녕하세요. 김영관 공인중개사입니다.세입자가 전세자금대출을 하는경우 질권동의가 없으면 대출이 불가능 합니다. 계약이 종료되면 은행에서 받은금액은 은행으로 돌려주시면 됩니다.
93,팁,"다가구 주택에서 부동산을 통해 전세 재계약을 했습니다계약금 변동이 없어서 확정일자를 받지 않아도 되지만전세 대출 때문에 재계약에 대한 확정일자를 받고주택임대차 신고를 같이 진행했습니다이후 확인해보니 계약 면적이 다르게 표기되어 있습니다약 25제곱이나 더 크게 적혀져있었는데요수정을 하기 위해서는 임대인 임차인 중개사 3개의 도장이 있어야한다는데중개사는 그럴필요 없다며자기가 가지고있는 계약서를 수정하고 확정일자를 받아오겠다고 하더니 저에게 확정일자를 받은 계약서를 사본으로 보냈으며저는 해당 사본으로 은행에 서류를 제출했습니다이렇게 해도 문제가 없는건가요?제가 마음에 걸리는건1. 중개사가 확정일자를 받아도 되는가?2.이미 내가 계약서에 대한 확정일자를 받았는데 중개인이 가지고있는 계약서로 확정일자를 또 받을 수 있는가?3. 임대 면적이 30으로 수정되어 올라간 것이 맞는가?4. 확정 일자를 받고 볼펜으로 30제곱이라고 적는 문서 조작의 가능성이 있는가?5. 이를 확인할 수 있는 방법이 있는가 입니다또한 이 경우 보증보험사에서는 보증 보험 가입이 불가능하니 면적 수정 후 3개의 도장을 받으라고 합니다중개인은 다가구라 면적에 의미가 없다며 계속 자기가 해결하겠다, 자기가 수정해서 확정일자를 받았다고 말하고있고요저는 여기서 임대인 불러서 수정을 하라고 주장할 수 있는지 궁금합니다","안녕하세요. 유창효 공인중개사입니다.원칙상 계약서를 수정하고 해당 부분에 계약당사자 도장을 날인하는게 맞습니다, 물론 다가구 주택에서의 면적표시가 착오로 인해 잘못기재 되었다고 해도 계약상 문제가 발생되지는 않지만 질문자님께서 보증보험 가입등에 문제가 발생될 가능성은 있기에 보증사에서 말하는 방법으로 수정하는 것이 가입절차상 문제가 없을듯 보입니다. 중개사의 계약서작성시 실수이므로 위처럼 수정을 요구하시면 되고, 중개사의 말그대로 하실필요는 없습니다."
94,팁,요즘 부동산 전세사기때문에 사회적으로 큰 문제가 되고있습니다. 부동산 전세계약시 전세사기를 당하지 않으려면 어떻게 해야하는지를 알려주세요.,"안녕하세요. 김영관 공인중개사입니다.법에 허점이 믾다보니 100% 예방은 어렵지만 기본적으로 피해야될것은 전입신고를 못하게하는곳 , 전세잔금일에 임대인이 바뀌는곳 , 전세보증보험에 가입이 않되는곳은 믿고 거르시길 바랍니다."
95,팁,"저도 신용등급은 좋지만 무직이고, 부모님 역시 두분다 칠십대이시고 무직이십니다. 서울 지역 재건축이라서 조합원 분양가도 최소 5억 이상 나올것 같은데 비싼지라, 종전자산과 현금 조금 더해서 2억 정도 됩니다. 결국 3억이상은  대출받아야 입주가 가능할것 같습니다.이런 경우에 중도금 대출이나 돈없는 사람들이 대출받을 수있는 방법이 있는지요. 안되면 결국 내년에 분양권을 팔고 나가야 된다는건데 그럴 경우 분양신청시에 낸 계약금은 손해를 봐야하는건지..조합원이 아버지라서, 명의자가 아버지이신데 이런 경우 주택관련한 대출은  아버지 명의로 받아야 하는것이 맞는지요?이런 일때문에 저희 부모님은 재건축 반대하셨었는데...",안녕하세요. 전중진 경제·금융전문가입니다.이러한 부분에 있어서 협력 금융기관에서아마 대출이 가능할 것으로 보이며 질문자님과 같은 경우에신용대출 등을 알아보시는 것이 좋을 것 같습니다.
96,팁,"저는 현재 임차인이고, 전세계약 만료일이 2달 앞으로 다가 오고 있습니다.만료일 약 2달 +20일전 임대인이 이용하고 있는 '부동산'에서 먼저 연장 여부를 물어보았고, 퇴거 의사를 밝혔습니다.매물도 내놓았고, 집을 보러도 오고 있습니다.궁금한것은 퇴거 의사를 '임대인'에게도 문자를 보내야 하는지 입니다.퇴거와 관련되어, '임대인'과 대화나 문자를 보낸 적은 없습니다.전세보증보험도 들어있으며, 만일 계약 만료일에 이후 세입자를 구하지 못하였다는 등의 이유로 전세금이 반환되지 못하진 않을까 걱정을 하고 있습니다.만약 위의 상황이 벌어졌을때를 위해, 따로 임대인에게도 퇴거 의사를 밝히는 문자는 보내야 하나요?아니면, 전담하고 있는 부동산과의 문자내역으로도 충분한가요?",안녕하세요. 곽대영 공인중개사입니다.부동산은 중간에서 거들뿐입니다.나의 계약과 관련된 확실한것은 임대인과 직접 얘기를 나누는것이 좋습니다.문제가 생겼을때 부동산에서 임대인쪽으로 말을 전달하지 않았다면 나는 퇴거의사를 밝힌게 아닙니다.답변이 도움이 되셨다면 추천 부탁드립니다!
97,팁,요즘의 부동산 시장은 시세의 하락세가  주춤해지고   다시 상승하는 것으로 추세로 보입니다. 향후 부동산 시장의 동향이 어떻게 될까요?,안녕하세요. 김영관 공인중개사입니다.부동산전망은 늘 그랫듯 많은 전문가들의 의견은 다르고 현재도 마찬가지 입니다. 제 개인적인 소견으로는 최소25년까지는 하락장이라고 보고있습니다.
98,팁,"부동산을 거래 하는데 있어서전월세, 매매, 등 거래하는데 있어서매수자 매도자 개인정보를 어디까지 요구하는 게 맞는건지 궁금한데요.가끔 보면 지나치게 많은 걸 요구한다고 느낄 때가 있는데개인 정보를 어디까지 필요로 하는건가요?","안녕하세요. 주영민 공인중개사입니다.1. 그 개인을 특정할수 있는 수준까지 물어봐야합니다.동명이인을 거르기 위해서 주소, 생년월일 까지 물어보게 됩니다.2. 전세계약인 경우, 세입자 보증금의 안전을 위해 현재 대출 상태 및 국세 납부 여부등을 물어볼수도 있습니다."
99,팁,"올 1월에 만기되는 정기예금이 있는데, 사정상 그전에 집을 구하기 위해 돈이 급해졌는데,이럴경우 부동산 매매를 위해 현재 정기예금을 들어 놓은 금액으로 담보 대출이 가능한가요?가능하다면 예금의 몇프로나 담보대출이 가능하며, 대출에 대한 원금과 이자는 정기예금 만료 시한번에 갚아도 상관이 없는건가요?",안녕하세요. 이강애 공인중개사입니다.정기예금을 담보로  예금담보대출이 가능합니다. 가입한  예금잔고의  90 ~100%로 대출이 가능하나  대출금액은 은행마다 다릅니다. 대출이자는  예적금금리 + 1~3%정도 적용하고요.주택청약종합저축도  예금담보대출이 가능합니다.
100,팁,채권자가 부동산 등기 가처분 신청시 채권자가 일정한 소명만 하면 처리 결정이 나나요?   보통 민사 재판처럼  채권자의 가처분 신청에 대해 채무자에게 알리고 역시 소명기회를 준 후 판사가 쌍방 의견을 듣고 결정하는 게 아니라일방적으로 채권자 소명만 듣고 타탕하다 싶으면 가처분이 내려지는 거 같던데 맞는건가요?,"안녕하세요? 아하(Aha) 법률 상담 지식답변자 김성훈 변호사입니다. 질문하신 내용에 대하여 아래와 같이 답변 드립니다아래 내용은 문의내용에 기초하여 작성된 것으로, 구체적인 사정에 따라 달라질 수 있습니다.해당 가처분 사건을 심리한 판사의 판단에 따라 채무자 측의 소명이 필요한 사안이라고 판단된다면, 심문기일을 지정하여 채무자의 소명을 들을 수 있습니다."
101,팁,안녕하세요 6억원대 아파트 1개 소지하고 있습니다. 작년에 구입했는데 양도세 종합소득세 재산세 절약하는 방법을 알고 싶습니다. 세금은 어떻게 산정이 되는걸까요?,"안녕하세요. 자성세무회계 김성은 세무사입니다.양도소득세는 해당 아파트를 양도했을 때 발생하는 세금으로, 보유 시에는 양도소득세 부담이 없습니다.양도소득세는 양도소득(양도가액-취득가액-필요경비 등)을 기준으로 과세되는데, 1세대 1주택인 경우 일정 요건 충족 시 양도소득세 비과세 대상입니다.종합소득세도 1주택의 월세소득에 대해서는 비과세이므로 해당사항이 없으며, 재산세는 개별주택가격을 기준으로 고지되는 것이기 때문에 따로 절세할 수 있는 부분은 아닙니다.제 답변이 도움이 되셨으면 좋겠습니다.감사합니다."
102,팁,안녕하세요.부동산인 건물을 23년 5월에 양도한 경우에는 23녀 7월 말까지 양도세 신고 후에 납부까지 이루어져야 하나요?납부까지 이루어져야 하는 경우 분납 규정에 따라 분납도 가능한가요>?,안녕하세요. 자성세무회계 김성은 세무사입니다.양도일이 속하는 달의 말일로부터 2개월 이내에 양도소득세 신고와 납부가 모두 이루어져야 합니다. (지방소득세의 경우 4개월 이내)분납은 납부할세액이 1천만원 초과 시에는 1천만원을 초과하는 금액(2천만원 초과 시 50% 미만 금액)에 대해서 2개월 내 분납이 가능합니다.제 답변이 도움이 되셨으면 좋겠습니다.감사합니다.
103,팁,50대초반의 남성입니다. 지방에 사놓은 아파트가 9월에 입주 시작입니다. 따라서 대출을 받아야 하는데 가장싼 이자로 대출을 받는 방법이 없을까요?,"안녕하세요. 유창효 공인중개사입니다.주택담보대출 상품은 크게 공공대출상품과 시중은행 대출로 구분할수 있고 공공대출상품은 저금리 장점이 있지만 소득, 무주택 등 조건에 해당하여야만 이용이 가능합니다. 그래서 일반적으로 대출전 본인이 저금리 공공대출상품 조건에 해당하는지를 확인하고 해당할 경우 우선적으로 이용하게 되고, 공공대출이 어려운 경우 시중은행 대출중 우대금리가 가능한 주거래은행등을 기준으로 먼저 알아보게 됩니다."
104,팁,"부부와 아이 한명 이렇게 3가족인데와이프는 종종 32평대로 당장 이사를 가자고 합니다저는 반대하는 입장이기도 하고 10년은 여기서 살자는 생각입니다1. 금리도 오르고 무리한 대출로 이사가는건모두 힘들어질수 있어서 입니다. 지금은 보금자리라서낮은 이자율입니다2. 당장 이사를 가면 높은변동금리가 적용받게되고,물려있는 주식을 다 처분해야 하는 상황입니다..물린금액이 꽤 됩니다.저는 이런이유로 반대하는데..와이프는 집이 좁고 넓게 키우고 싶다네요와이프랑 집 이야기만 나오면서로 힘든 상황이네요..","안녕하세요. 뜨거운 여름은 바닷가에서~~입니다.제 경험상 아이가 초등학교 들어가면서 거주하는 아파트로 아이들을 평가하는 못된 엄마들이 있어서 부인이 큰평수로 이사하고 싶어하는걸 수도 있습니다.그래서 저희도 24평에 4명 살다가 무리해 대출받고 32평대 아파트로 이사했는데, 힘들긴 해도 이자 잘 내고 있습니다.어떤 상황에서도 부인과 다투지 마시고 지금 상황에 대해 같이 얘기해 보세요."
105,팁,전화로 부동산 매매를 하기로하고 계약일정을 잡기전에 가계약금을 계약금의 일부로 받았는데 계약을 해제할려면 어떻게 해야 하나요,"안녕하세요. 주영민 공인중개사입니다.법에서는 가계약금도 우선 계약금으로 봅니다.다만, 가계약금을 걸때에 구체적인 계약의 내용을 서로 이야기한 뒤에 걸었을 경우에 한합니다.따라서 그냥 ""찜"" 한다는 의사표시 로 했다면 가계약금은 돌려받을수 있습니다."
106,팁,부동산 시세와 별개로 감정평가를 통해서 부동산의 가치를 판단하는 경우가 많은거 같은데  감정평가하는 방법은 어떤것들이 있는가요,"안녕하세요. 김영관 공인중개사입니다.부동산 자산 등의 가치(가격)를 산정하는 방식으로 얼마의 비용이 들어간 것인가를 감안하여 판단하는 원가방식, 시장에서 얼마에 거래되는가 하는 것에 근거한 비교방식, 얼마만큼의 수익을 산출할 수 있는가에 근거한 수익방식이 있습니다.이 세 가지 방식은 다시 여섯 가지 방법으로 나뉘는데, 원가방식은 가액을 평정하는 원가법과 임료를 평정하는 적산법이 있으며, 비교방식은 가액을 평정하는 거래사례비교법, 임료를 평정하는 임대사례비교법이 있으며, 수익방식은 가액을 평정하는 수익환원법, 임료를 평정하는 수익분석법이 있습니다.어떤부동산이냐에 따라 감정평가방식은 다르게 적용되는것이 일반적 입니다."
107,팁,부동산을 거래할때 부동산 공인중개사를 통해 하는데 부동산 중개 외에 공인중개사의 역할과 그 일의 범위가 어떻게 되는지 궁금하네요,"안녕하세요. 유창효 공인중개사입니다.부동산 중개사무소는 중개시 계약당사자간 중간역할로써 조정과 기본적인매물에 대한 권리관계분석, 목적물 확인설명등이 포함됩니다. 쉽게 매수자, 임차인을 구하고 계약체결까지의 거래 안정성을 확보하고 당사자간 조율 하는 역할을 하게 됩니다. 또한 이에 대한 문제가 발생시 손해배상이나 책임을 져야하는의무도 부여되어 있습니다."
108,팁,집이나 땅을 팔 때 부동산에 매물로 내놓게 되는데요 집 부변에 몇 개의 부동산이 있을 경우 부동산 한 곳에만 매물로 등록해 놓아야 하나요?,안녕하세요. 곽대영 공인중개사입니다.최대한 많은곳에 내놓으시는게 빨리 파는 방법입니다.많은곳에 내놓아서 단점은 손님이 너무 많이 자주 올 수 있다는 점입니다.답변이 도움이 되셨다면 추천 부탁드립니다!
109,팁,부동산을 경매를 통해 낙찰받은 경우 경매가의 10%를 미리 준비해가서 낙찰 후 바로 지불하고 계약을 진행하는 걸로 알고 있는데 만약 나중에 낙찰을 포기하면 어떤 불이익이 있나요? 미리 지불했던 10%의 금액은 돌려 받을 수 있나요?,경매를 통해 낙찰받았는데도 불구하고 이를 포기하려면 입찰보증금(10%)을 포기해야 합니다.10% 금액을 돌려받을 수 있다면 아무나 막 입찰할 수 있겠죠? 그럼 경매 제도가 무너집니다.
